,Outlier,Max,Ctx,Max_Ctx
63,80801,37479,"[0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1. 1. 0. 1.
 1.]","  Employers: [0, 1, 2, 4, 5, 6, 7, 8]
  Job Titles: [0, 2, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
81,12667,43995,"[0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0.
 1.]","  Employers: [0, 1, 2, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
46,67674,35715,"[0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
124,87876,23192,"[1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 0. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5]
  Job Titles: [0, 2, 3, 4, 5, 6]
  Calendar Years: [1, 2, 3, 4, 5, 6, 7]
"
143,149655,24458,"[0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 6]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 2, 3, 4, 5, 6, 7]
"
98,46011,51011,"[1. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
168,115736,30767,"[0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 1.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 4, 5, 7]
  Calendar Years: [0, 1, 2, 3, 4, 6]
"
26,96934,44079,"[0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6]
"
119,16942,29542,"[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
71,126332,20066,"[0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7]
  Job Titles: [0, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 3, 5, 6, 7]
"
114,34372,18059,"[1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.
 1.]","  Employers: [0, 1, 2, 3, 5, 6, 7, 8]
  Job Titles: [1, 2, 3, 4, 6]
  Calendar Years: [0, 2, 3, 4, 6]
"
53,66301,8989,"[1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 1.
 0.]","  Employers: [0, 1, 3, 4, 7, 8]
  Job Titles: [1, 2, 3, 5, 6]
  Calendar Years: [1, 4, 5, 6, 7]
"
67,11630,41042,"[1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.
 0.]","  Employers: [0, 1, 2, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
192,16054,14959,"[0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0.
 0.]","  Employers: [0, 1, 3, 4, 5, 7]
  Job Titles: [1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 3, 4, 5, 7]
"
156,11630,41042,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1.
 0.]","  Employers: [0, 1, 2, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
27,87484,18490,"[0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0.
 0.]","  Employers: [0, 1, 3, 5, 8]
  Job Titles: [2, 3, 4, 6, 7]
  Calendar Years: [1, 2, 3, 4, 6, 7]
"
21,68039,20221,"[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1.
 1.]","  Employers: [0, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [1, 3, 4, 5, 6]
  Calendar Years: [1, 2, 3, 4, 5, 6, 7]
"
25,45776,13544,"[0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1.
 0.]","  Employers: [0, 1, 3, 5, 7]
  Job Titles: [1, 2, 4, 6]
  Calendar Years: [0, 1, 2, 3, 4, 6, 7]
"
68,146790,35715,"[1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
70,146790,35715,"[0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
41,12091,15396,"[0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0.
 0.]","  Employers: [0, 1, 6, 7, 8]
  Job Titles: [0, 2, 4, 7]
  Calendar Years: [0, 1, 3, 4]
"
169,66310,44457,"[0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
89,28768,37835,"[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 1.
 1.]","  Employers: [0, 1, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
167,45756,32250,"[0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.
 1.]","  Employers: [0, 1, 3, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 3, 4, 5]
"
52,66310,44457,"[0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
197,67632,51011,"[0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
44,45814,34647,"[0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 6, 8]
  Job Titles: [0, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
147,11630,41042,"[1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1.
 0.]","  Employers: [0, 1, 2, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
33,97021,51011,"[1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
138,67632,51011,"[0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
142,66450,41732,"[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
134,66314,29717,"[1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 1.
 0.]","  Employers: [0, 1, 3, 4, 5, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
32,95766,17744,"[1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [1, 2, 3, 4, 5, 6]
  Calendar Years: [1, 2, 3, 6]
"
86,12667,43995,"[0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0.
 1.]","  Employers: [0, 1, 2, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
